Longitude,Latitude,Depth,m_min,m_bin,a0_value
-70.75000,-11.25000,0.000,3.00,0.50,-3.285373e-01
-70.25000,-11.25000,0.000,3.00,0.50,-4.480140e-01
-69.75000,-11.25000,0.000,3.00,0.50,-4.405666e-01
-69.25000,-11.25000,0.000,3.00,0.50,-4.487122e-01
-68.75000,-11.25000,0.000,3.00,0.50,-4.488060e-01
-68.25000,-11.25000,0.000,3.00,0.50,-4.668122e-01
-67.75000,-11.25000,0.000,3.00,0.50,-4.817315e-01
-67.25000,-11.25000,0.000,3.00,0.50,-4.934736e-01
-66.75000,-11.25000,0.000,3.00,0.50,-5.025016e-01
-66.25000,-11.25000,0.000,3.00,0.50,-5.438479e-01
-65.75000,-11.25000,0.000,3.00,0.50,-3.786926e-01
-65.25000,-11.25000,0.000,3.00,0.50,-4.931710e-01
-64.75000,-11.25000,0.000,3.00,0.50,-4.502887e-01
-64.25000,-11.25000,0.000,3.00,0.50,-2.739876e-01
-63.75000,-11.25000,0.000,3.00,0.50,-1.240017e-01
-63.25000,-11.25000,0.000,3.00,0.50,1.967298e-01
-62.75000,-11.25000,0.000,3.00,0.50,2.508735e-01
-62.25000,-11.25000,0.000,3.00,0.50,3.132471e-01
-61.75000,-11.25000,0.000,3.00,0.50,2.919257e-01
-61.25000,-11.25000,0.000,3.00,0.50,2.111063e-01
-60.75000,-11.25000,0.000,3.00,0.50,-1.152889e-01
-60.25000,-11.25000,0.000,3.00,0.50,-1.154332e-01
-59.75000,-11.25000,0.000,3.00,0.50,5.207086e-03
-59.25000,-11.25000,0.000,3.00,0.50,1.219668e-01
-58.75000,-11.25000,0.000,3.00,0.50,3.165226e-01
-58.25000,-11.25000,0.000,3.00,0.50,3.801545e-01
-57.75000,-11.25000,0.000,3.00,0.50,5.054588e-01
-57.25000,-11.25000,0.000,3.00,0.50,5.746039e-01
-56.75000,-11.25000,0.000,3.00,0.50,6.269691e-01
-56.25000,-11.25000,0.000,3.00,0.50,5.081887e-01
-55.75000,-11.25000,0.000,3.00,0.50,4.260957e-01
-55.25000,-11.25000,0.000,3.00,0.50,2.936195e-01
-54.75000,-11.25000,0.000,3.00,0.50,2.226078e-01
-54.25000,-11.25000,0.000,3.00,0.50,-3.367995e-02
-53.75000,-11.25000,0.000,3.00,0.50,-9.831577e-02
-53.25000,-11.25000,0.000,3.00,0.50,-1.188755e-01
-52.75000,-11.25000,0.000,3.00,0.50,-1.261415e-01
-52.25000,-11.25000,0.000,3.00,0.50,-1.397736e-01
-51.75000,-11.25000,0.000,3.00,0.50,-7.172379e-02
-51.25000,-11.25000,0.000,3.00,0.50,-3.739148e-02
-50.75000,-11.25000,0.000,3.00,0.50,2.824201e-01
-50.25000,-11.25000,0.000,3.00,0.50,3.655120e-01
-49.75000,-11.25000,0.000,3.00,0.50,4.611854e-01
-49.25000,-11.25000,0.000,3.00,0.50,5.432676e-01
-48.75000,-11.25000,0.000,3.00,0.50,5.533475e-01
-48.25000,-11.25000,0.000,3.00,0.50,4.936228e-01
-47.75000,-11.25000,0.000,3.00,0.50,3.927181e-01
-47.25000,-11.25000,0.000,3.00,0.50,2.732203e-01
-46.75000,-11.25000,0.000,3.00,0.50,2.468231e-01
-46.25000,-11.25000,0.000,3.00,0.50,3.189927e-02
-45.75000,-11.25000,0.000,3.00,0.50,-3.300319e-01
-45.25000,-11.25000,0.000,3.00,0.50,-5.430881e-01
-44.75000,-11.25000,0.000,3.00,0.50,-6.526343e-01
-44.25000,-11.25000,0.000,3.00,0.50,-6.865960e-01
-43.75000,-11.25000,0.000,3.00,0.50,-6.355464e-01
-43.25000,-11.25000,0.000,3.00,0.50,-6.377047e-01
-42.75000,-11.25000,0.000,3.00,0.50,-3.095928e-01
-42.25000,-11.25000,0.000,3.00,0.50,-1.089881e-01
-41.75000,-11.25000,0.000,3.00,0.50,8.922582e-02
-41.25000,-11.25000,0.000,3.00,0.50,-3.027458e-02
-40.75000,-11.25000,0.000,3.00,0.50,-8.356959e-02
-40.25000,-11.25000,0.000,3.00,0.50,-7.530280e-02
-39.75000,-11.25000,0.000,3.00,0.50,5.774360e-03
-39.25000,-11.25000,0.000,3.00,0.50,1.139071e-01
-38.75000,-11.25000,0.000,3.00,0.50,1.303731e-01
-38.25000,-11.25000,0.000,3.00,0.50,1.259387e-01
-37.75000,-11.25000,0.000,3.00,0.50,1.066462e-01
-37.25000,-11.25000,0.000,3.00,0.50,1.265321e-01
-36.75000,-11.25000,0.000,3.00,0.50,5.713092e-02
-36.25000,-11.25000,0.000,3.00,0.50,-2.089292e-01
-35.75000,-11.25000,0.000,3.00,0.50,-2.422393e-01
-35.25000,-11.25000,0.000,3.00,0.50,-2.829790e-01
-34.75000,-11.25000,0.000,3.00,0.50,-4.178267e-01
-34.25000,-11.25000,0.000,3.00,0.50,-8.896310e-01
-33.75000,-11.25000,0.000,3.00,0.50,-9.996496e-01
-33.25000,-11.25000,0.000,3.00,0.50,-1.007037e+00
-32.75000,-11.25000,0.000,3.00,0.50,-1.156554e+00
-32.25000,-11.25000,0.000,3.00,0.50,-1.163950e+00
-31.75000,-11.25000,0.000,3.00,0.50,-1.171727e+00
-31.25000,-11.25000,0.000,3.00,0.50,-1.179767e+00
-30.75000,-11.25000,0.000,3.00,0.50,-1.187968e+00
-30.25000,-11.25000,0.000,3.00,0.50,-1.196248e+00
-79.75000,-10.75000,0.000,3.00,0.50,-1.109634e+00
-79.25000,-10.75000,0.000,3.00,0.50,-9.678053e-01
-78.75000,-10.75000,0.000,3.00,0.50,-9.534372e-01
-78.25000,-10.75000,0.000,3.00,0.50,-9.383068e-01
-77.75000,-10.75000,0.000,3.00,0.50,-9.223901e-01
-77.25000,-10.75000,0.000,3.00,0.50,-8.202620e-01
-76.75000,-10.75000,0.000,3.00,0.50,-6.587312e-01
-76.25000,-10.75000,0.000,3.00,0.50,-6.406023e-01
-75.75000,-10.75000,0.000,3.00,0.50,-5.204673e-01
-75.25000,-10.75000,0.000,3.00,0.50,-5.027879e-01
-74.75000,-10.75000,0.000,3.00,0.50,-4.863495e-01
-74.25000,-10.75000,0.000,3.00,0.50,-3.383444e-01
-73.75000,-10.75000,0.000,3.00,0.50,-2.613582e-01
-73.25000,-10.75000,0.000,3.00,0.50,-2.396928e-01
-72.75000,-10.75000,0.000,3.00,0.50,-2.222805e-01
-72.25000,-10.75000,0.000,3.00,0.50,-2.214378e-01
-71.75000,-10.75000,0.000,3.00,0.50,-2.259177e-01
-71.25000,-10.75000,0.000,3.00,0.50,-2.414524e-01
-70.75000,-10.75000,0.000,3.00,0.50,-2.497099e-01
-70.25000,-10.75000,0.000,3.00,0.50,-3.434191e-01
-69.75000,-10.75000,0.000,3.00,0.50,-3.761362e-01
-69.25000,-10.75000,0.000,3.00,0.50,-3.992324e-01
-68.75000,-10.75000,0.000,3.00,0.50,-4.416998e-01
-68.25000,-10.75000,0.000,3.00,0.50,-4.523125e-01
-67.75000,-10.75000,0.000,3.00,0.50,-4.717520e-01
-67.25000,-10.75000,0.000,3.00,0.50,-4.857464e-01
-66.75000,-10.75000,0.000,3.00,0.50,-4.959558e-01
-66.25000,-10.75000,0.000,3.00,0.50,-5.418812e-01
-65.75000,-10.75000,0.000,3.00,0.50,-3.934760e-01
-65.25000,-10.75000,0.000,3.00,0.50,-4.803234e-01
-64.75000,-10.75000,0.000,3.00,0.50,-4.805717e-01
-64.25000,-10.75000,0.000,3.00,0.50,-3.047716e-01
-63.75000,-10.75000,0.000,3.00,0.50,-2.655540e-01
-63.25000,-10.75000,0.000,3.00,0.50,1.995876e-01
-62.75000,-10.75000,0.000,3.00,0.50,2.990328e-01
-62.25000,-10.75000,0.000,3.00,0.50,7.028996e-01
-61.75000,-10.75000,0.000,3.00,0.50,3.784888e-01
-61.25000,-10.75000,0.000,3.00,0.50,2.356248e-01
-60.75000,-10.75000,0.000,3.00,0.50,-1.092446e-01
-60.25000,-10.75000,0.000,3.00,0.50,-1.063794e-01
-59.75000,-10.75000,0.000,3.00,0.50,-2.987175e-02
-59.25000,-10.75000,0.000,3.00,0.50,5.444774e-02
-58.75000,-10.75000,0.000,3.00,0.50,3.068432e-01
-58.25000,-10.75000,0.000,3.00,0.50,3.496514e-01
-57.75000,-10.75000,0.000,3.00,0.50,4.076619e-01
-57.25000,-10.75000,0.000,3.00,0.50,4.746022e-01
-56.75000,-10.75000,0.000,3.00,0.50,4.599415e-01
-56.25000,-10.75000,0.000,3.00,0.50,4.181625e-01
-55.75000,-10.75000,0.000,3.00,0.50,4.012064e-01
-55.25000,-10.75000,0.000,3.00,0.50,2.596246e-01
-54.75000,-10.75000,0.000,3.00,0.50,2.024814e-01
-54.25000,-10.75000,0.000,3.00,0.50,-5.519580e-02
-53.75000,-10.75000,0.000,3.00,0.50,-8.956237e-02
-53.25000,-10.75000,0.000,3.00,0.50,-1.412201e-01
-52.75000,-10.75000,0.000,3.00,0.50,-8.155175e-02
-52.25000,-10.75000,0.000,3.00,0.50,-3.251725e-01
-51.75000,-10.75000,0.000,3.00,0.50,-6.746783e-02
-51.25000,-10.75000,0.000,3.00,0.50,-4.490327e-02
-50.75000,-10.75000,0.000,3.00,0.50,9.380120e-02
-50.25000,-10.75000,0.000,3.00,0.50,2.439670e-01
-49.75000,-10.75000,0.000,3.00,0.50,3.401414e-01
-49.25000,-10.75000,0.000,3.00,0.50,3.174297e-01
-48.75000,-10.75000,0.000,3.00,0.50,3.735013e-01
-48.25000,-10.75000,0.000,3.00,0.50,3.734588e-01
-47.75000,-10.75000,0.000,3.00,0.50,2.848545e-01
-47.25000,-10.75000,0.000,3.00,0.50,1.693041e-01
-46.75000,-10.75000,0.000,3.00,0.50,4.760778e-02
-46.25000,-10.75000,0.000,3.00,0.50,-8.901206e-02
-45.75000,-10.75000,0.000,3.00,0.50,-5.427566e-01
-45.25000,-10.75000,0.000,3.00,0.50,-6.534709e-01
-44.75000,-10.75000,0.000,3.00,0.50,-6.570028e-01
-44.25000,-10.75000,0.000,3.00,0.50,-6.362028e-01
-43.75000,-10.75000,0.000,3.00,0.50,-6.377667e-01
-43.25000,-10.75000,0.000,3.00,0.50,-6.393071e-01
-42.75000,-10.75000,0.000,3.00,0.50,-3.321624e-01
-42.25000,-10.75000,0.000,3.00,0.50,-1.132923e-01
-41.75000,-10.75000,0.000,3.00,0.50,-6.512275e-02
-41.25000,-10.75000,0.000,3.00,0.50,-7.051163e-02
-40.75000,-10.75000,0.000,3.00,0.50,1.840179e-01
-40.25000,-10.75000,0.000,3.00,0.50,1.767636e-01
-39.75000,-10.75000,0.000,3.00,0.50,2.545289e-01
-39.25000,-10.75000,0.000,3.00,0.50,2.736402e-01
-38.75000,-10.75000,0.000,3.00,0.50,5.539994e-02
-38.25000,-10.75000,0.000,3.00,0.50,6.285479e-02
-37.75000,-10.75000,0.000,3.00,0.50,1.469372e-01
-37.25000,-10.75000,0.000,3.00,0.50,3.036320e-01
-36.75000,-10.75000,0.000,3.00,0.50,2.536022e-01
-36.25000,-10.75000,0.000,3.00,0.50,2.088294e-01
-35.75000,-10.75000,0.000,3.00,0.50,8.838847e-02
-35.25000,-10.75000,0.000,3.00,0.50,-1.939799e-01
-34.75000,-10.75000,0.000,3.00,0.50,-1.792856e-01
-34.25000,-10.75000,0.000,3.00,0.50,-4.194478e-01
-33.75000,-10.75000,0.000,3.00,0.50,-4.355192e-01
-33.25000,-10.75000,0.000,3.00,0.50,-8.923051e-01
-32.75000,-10.75000,0.000,3.00,0.50,-1.003955e+00
-32.25000,-10.75000,0.000,3.00,0.50,-1.153349e+00
-31.75000,-10.75000,0.000,3.00,0.50,-1.162007e+00
-31.25000,-10.75000,0.000,3.00,0.50,-1.170883e+00
-30.75000,-10.75000,0.000,3.00,0.50,-1.179866e+00
-30.25000,-10.75000,0.000,3.00,0.50,-1.188865e+00
-79.75000,-10.25000,0.000,3.00,0.50,-9.758953e-01
-79.25000,-10.25000,0.000,3.00,0.50,-9.614390e-01
-78.75000,-10.25000,0.000,3.00,0.50,-9.460883e-01
-78.25000,-10.25000,0.000,3.00,0.50,-9.297592e-01
-77.75000,-10.25000,0.000,3.00,0.50,-9.123676e-01
-77.25000,-10.25000,0.000,3.00,0.50,-8.090182e-01
-76.75000,-10.25000,0.000,3.00,0.50,-6.449666e-01
-76.25000,-10.25000,0.000,3.00,0.50,-5.214822e-01
-75.75000,-10.25000,0.000,3.00,0.50,-4.999125e-01
-75.25000,-10.25000,0.000,3.00,0.50,-4.778875e-01
-74.75000,-10.25000,0.000,3.00,0.50,-3.348416e-01
-74.25000,-10.25000,0.000,3.00,0.50,-3.074437e-01
-73.75000,-10.25000,0.000,3.00,0.50,-2.297111e-01
-73.25000,-10.25000,0.000,3.00,0.50,-1.954673e-01
-72.75000,-10.25000,0.000,3.00,0.50,-1.504272e-01
-72.25000,-10.25000,0.000,3.00,0.50,-1.383736e-01
-71.75000,-10.25000,0.000,3.00,0.50,-1.878091e-01
-71.25000,-10.25000,0.000,3.00,0.50,-2.171134e-01
-70.75000,-10.25000,0.000,3.00,0.50,-2.298541e-01
-70.25000,-10.25000,0.000,3.00,0.50,-1.803664e-01
-69.75000,-10.25000,0.000,3.00,0.50,-1.580340e-01
-69.25000,-10.25000,0.000,3.00,0.50,-3.488184e-01
-68.75000,-10.25000,0.000,3.00,0.50,-4.259428e-01
-68.25000,-10.25000,0.000,3.00,0.50,-4.438340e-01
-67.75000,-10.25000,0.000,3.00,0.50,-4.655510e-01
-67.25000,-10.25000,0.000,3.00,0.50,-4.806258e-01
-66.75000,-10.25000,0.000,3.00,0.50,-4.913914e-01
-66.25000,-10.25000,0.000,3.00,0.50,-4.988667e-01
-65.75000,-10.25000,0.000,3.00,0.50,-3.988607e-01
-65.25000,-10.25000,0.000,3.00,0.50,-4.918718e-01
-64.75000,-10.25000,0.000,3.00,0.50,-4.632062e-01
-64.25000,-10.25000,0.000,3.00,0.50,-4.687764e-01
-63.75000,-10.25000,0.000,3.00,0.50,-3.164144e-01
-63.25000,-10.25000,0.000,3.00,0.50,1.737933e-01
-62.75000,-10.25000,0.000,3.00,0.50,2.445541e-01
-62.25000,-10.25000,0.000,3.00,0.50,3.170494e-01
-61.75000,-10.25000,0.000,3.00,0.50,2.850626e-01
-61.25000,-10.25000,0.000,3.00,0.50,2.125476e-01
-60.75000,-10.25000,0.000,3.00,0.50,-1.144120e-01
-60.25000,-10.25000,0.000,3.00,0.50,-1.062985e-01
-59.75000,-10.25000,0.000,3.00,0.50,-2.215560e-02
-59.25000,-10.25000,0.000,3.00,0.50,1.337910e-01
-58.75000,-10.25000,0.000,3.00,0.50,1.755989e-01
-58.25000,-10.25000,0.000,3.00,0.50,3.064899e-01
-57.75000,-10.25000,0.000,3.00,0.50,3.317870e-01
-57.25000,-10.25000,0.000,3.00,0.50,3.512553e-01
-56.75000,-10.25000,0.000,3.00,0.50,3.258484e-01
-56.25000,-10.25000,0.000,3.00,0.50,3.282402e-01
-55.75000,-10.25000,0.000,3.00,0.50,2.985711e-01
-55.25000,-10.25000,0.000,3.00,0.50,1.762653e-01
-54.75000,-10.25000,0.000,3.00,0.50,-8.556193e-03
-54.25000,-10.25000,0.000,3.00,0.50,-6.688687e-02
-53.75000,-10.25000,0.000,3.00,0.50,-9.116026e-02
-53.25000,-10.25000,0.000,3.00,0.50,-9.711309e-02
-52.75000,-10.25000,0.000,3.00,0.50,-3.697132e-02
-52.25000,-10.25000,0.000,3.00,0.50,-2.971599e-01
-51.75000,-10.25000,0.000,3.00,0.50,-3.633831e-01
-51.25000,-10.25000,0.000,3.00,0.50,6.189075e-02
-50.75000,-10.25000,0.000,3.00,0.50,2.009781e-01
-50.25000,-10.25000,0.000,3.00,0.50,3.126247e-01
-49.75000,-10.25000,0.000,3.00,0.50,4.172568e-01
-49.25000,-10.25000,0.000,3.00,0.50,3.366767e-01
-48.75000,-10.25000,0.000,3.00,0.50,3.016055e-01
-48.25000,-10.25000,0.000,3.00,0.50,1.775701e-01
-47.75000,-10.25000,0.000,3.00,0.50,1.414557e-01
-47.25000,-10.25000,0.000,3.00,0.50,3.195050e-02
-46.75000,-10.25000,0.000,3.00,0.50,-5.258956e-02
-46.25000,-10.25000,0.000,3.00,0.50,-2.917852e-01
-45.75000,-10.25000,0.000,3.00,0.50,-6.537060e-01
-45.25000,-10.25000,0.000,3.00,0.50,-6.573970e-01
-44.75000,-10.25000,0.000,3.00,0.50,-6.370407e-01
-44.25000,-10.25000,0.000,3.00,0.50,-6.383427e-01
-43.75000,-10.25000,0.000,3.00,0.50,-5.905954e-01
-43.25000,-10.25000,0.000,3.00,0.50,-5.471470e-01
-42.75000,-10.25000,0.000,3.00,0.50,-5.933323e-01
-42.25000,-10.25000,0.000,3.00,0.50,-2.562896e-01
-41.75000,-10.25000,0.000,3.00,0.50,-1.157526e-01
-41.25000,-10.25000,0.000,3.00,0.50,-5.083523e-02
-40.75000,-10.25000,0.000,3.00,0.50,1.708555e-01
-40.25000,-10.25000,0.000,3.00,0.50,2.754486e-01
-39.75000,-10.25000,0.000,3.00,0.50,3.155222e-01
-39.25000,-10.25000,0.000,3.00,0.50,3.004772e-01
-38.75000,-10.25000,0.000,3.00,0.50,2.635391e-01
-38.25000,-10.25000,0.000,3.00,0.50,8.991650e-03
-37.75000,-10.25000,0.000,3.00,0.50,2.210068e-01
-37.25000,-10.25000,0.000,3.00,0.50,3.910945e-01
-36.75000,-10.25000,0.000,3.00,0.50,5.358626e-01
-36.25000,-10.25000,0.000,3.00,0.50,5.298398e-01
-35.75000,-10.25000,0.000,3.00,0.50,4.456313e-01
-35.25000,-10.25000,0.000,3.00,0.50,3.778079e-01
-34.75000,-10.25000,0.000,3.00,0.50,5.275645e-02
-34.25000,-10.25000,0.000,3.00,0.50,-2.315612e-01
-33.75000,-10.25000,0.000,3.00,0.50,-3.708831e-01
-33.25000,-10.25000,0.000,3.00,0.50,-4.279834e-01
-32.75000,-10.25000,0.000,3.00,0.50,-8.899770e-01
-32.25000,-10.25000,0.000,3.00,0.50,-1.002771e+00
-31.75000,-10.25000,0.000,3.00,0.50,-1.151991e+00
-31.25000,-10.25000,0.000,3.00,0.50,-1.161829e+00
-30.75000,-10.25000,0.000,3.00,0.50,-1.188520e+00
-30.25000,-10.25000,0.000,3.00,0.50,-1.198599e+00
-79.75000,-9.75000,0.000,3.00,0.50,-9.711546e-01
-79.25000,-9.75000,0.000,3.00,0.50,-9.559626e-01
-78.75000,-9.75000,0.000,3.00,0.50,-9.397088e-01
-78.25000,-9.75000,0.000,3.00,0.50,-9.222584e-01
-77.75000,-9.75000,0.000,3.00,0.50,-8.177931e-01
-77.25000,-9.75000,0.000,3.00,0.50,-6.544179e-01
-76.75000,-9.75000,0.000,3.00,0.50,-5.290702e-01
-76.25000,-9.75000,0.000,3.00,0.50,-5.053798e-01
-75.75000,-9.75000,0.000,3.00,0.50,-4.797575e-01
-75.25000,-9.75000,0.000,3.00,0.50,-4.523313e-01
-74.75000,-9.75000,0.000,3.00,0.50,-3.095015e-01
-74.25000,-9.75000,0.000,3.00,0.50,-1.929194e-01
-73.75000,-9.75000,0.000,3.00,0.50,-1.251194e-01
-73.25000,-9.75000,0.000,3.00,0.50,-9.378866e-02
-72.75000,-9.75000,0.000,3.00,0.50,-9.388904e-02
-72.25000,-9.75000,0.000,3.00,0.50,-7.761756e-02
-71.75000,-9.75000,0.000,3.00,0.50,-1.648453e-01
-71.25000,-9.75000,0.000,3.00,0.50,-2.026980e-01
-70.75000,-9.75000,0.000,3.00,0.50,-2.219717e-01
-70.25000,-9.75000,0.000,3.00,0.50,-1.856900e-01
-69.75000,-9.75000,0.000,3.00,0.50,-2.549416e-01
-69.25000,-9.75000,0.000,3.00,0.50,-3.904465e-01
-68.75000,-9.75000,0.000,3.00,0.50,-4.321677e-01
-68.25000,-9.75000,0.000,3.00,0.50,-4.621371e-01
-67.75000,-9.75000,0.000,3.00,0.50,-4.639359e-01
-67.25000,-9.75000,0.000,3.00,0.50,-4.784764e-01
-66.75000,-9.75000,0.000,3.00,0.50,-4.890497e-01
-66.25000,-9.75000,0.000,3.00,0.50,-4.963971e-01
-65.75000,-9.75000,0.000,3.00,0.50,-5.391905e-01
-65.25000,-9.75000,0.000,3.00,0.50,-4.664095e-01
-64.75000,-9.75000,0.000,3.00,0.50,-4.818996e-01
-64.25000,-9.75000,0.000,3.00,0.50,-4.908974e-01
-63.75000,-9.75000,0.000,3.00,0.50,-3.350861e-01
-63.25000,-9.75000,0.000,3.00,0.50,-2.905969e-01
-62.75000,-9.75000,0.000,3.00,0.50,1.805844e-01
-62.25000,-9.75000,0.000,3.00,0.50,1.967925e-01
-61.75000,-9.75000,0.000,3.00,0.50,1.653115e-01
-61.25000,-9.75000,0.000,3.00,0.50,-1.093887e-01
-60.75000,-9.75000,0.000,3.00,0.50,-2.630882e-01
-60.25000,-9.75000,0.000,3.00,0.50,-1.294504e-01
-59.75000,-9.75000,0.000,3.00,0.50,-1.724415e-01
-59.25000,-9.75000,0.000,3.00,0.50,-6.680771e-02
-58.75000,-9.75000,0.000,3.00,0.50,-2.042434e-02
-58.25000,-9.75000,0.000,3.00,0.50,1.473605e-01
-57.75000,-9.75000,0.000,3.00,0.50,2.793303e-01
-57.25000,-9.75000,0.000,3.00,0.50,2.924935e-01
-56.75000,-9.75000,0.000,3.00,0.50,2.645395e-01
-56.25000,-9.75000,0.000,3.00,0.50,2.547456e-01
-55.75000,-9.75000,0.000,3.00,0.50,2.102704e-01
-55.25000,-9.75000,0.000,3.00,0.50,-5.631966e-02
-54.75000,-9.75000,0.000,3.00,0.50,-1.194632e-01
-54.25000,-9.75000,0.000,3.00,0.50,-1.241713e-01
-53.75000,-9.75000,0.000,3.00,0.50,-1.285197e-01
-53.25000,-9.75000,0.000,3.00,0.50,-1.245911e-01
-52.75000,-9.75000,0.000,3.00,0.50,-2.288613e-01
-52.25000,-9.75000,0.000,3.00,0.50,-3.421561e-01
-51.75000,-9.75000,0.000,3.00,0.50,-1.107878e-01
-51.25000,-9.75000,0.000,3.00,0.50,-1.971440e-02
-50.75000,-9.75000,0.000,3.00,0.50,1.509645e-01
-50.25000,-9.75000,0.000,3.00,0.50,2.847067e-01
-49.75000,-9.75000,0.000,3.00,0.50,3.148624e-01
-49.25000,-9.75000,0.000,3.00,0.50,3.633586e-01
-48.75000,-9.75000,0.000,3.00,0.50,3.236155e-01
-48.25000,-9.75000,0.000,3.00,0.50,2.112547e-01
-47.75000,-9.75000,0.000,3.00,0.50,9.396472e-02
-47.25000,-9.75000,0.000,3.00,0.50,-7.051207e-02
-46.75000,-9.75000,0.000,3.00,0.50,-3.289259e-01
-46.25000,-9.75000,0.000,3.00,0.50,-6.246512e-01
-45.75000,-9.75000,0.000,3.00,0.50,-6.285694e-01
-45.25000,-9.75000,0.000,3.00,0.50,-6.607140e-01
-44.75000,-9.75000,0.000,3.00,0.50,-5.662686e-01
-44.25000,-9.75000,0.000,3.00,0.50,-5.907905e-01
-43.75000,-9.75000,0.000,3.00,0.50,-5.075540e-01
-43.25000,-9.75000,0.000,3.00,0.50,-5.088914e-01
-42.75000,-9.75000,0.000,3.00,0.50,-5.499546e-01
-42.25000,-9.75000,0.000,3.00,0.50,-5.882853e-01
-41.75000,-9.75000,0.000,3.00,0.50,-3.543968e-01
-41.25000,-9.75000,0.000,3.00,0.50,-4.476569e-02
-40.75000,-9.75000,0.000,3.00,0.50,2.541899e-01
-40.25000,-9.75000,0.000,3.00,0.50,3.715262e-01
-39.75000,-9.75000,0.000,3.00,0.50,4.784512e-01
-39.25000,-9.75000,0.000,3.00,0.50,2.929908e-01
-38.75000,-9.75000,0.000,3.00,0.50,3.021274e-01
-38.25000,-9.75000,0.000,3.00,0.50,6.934395e-02
-37.75000,-9.75000,0.000,3.00,0.50,3.697787e-01
-37.25000,-9.75000,0.000,3.00,0.50,5.222844e-01
-36.75000,-9.75000,0.000,3.00,0.50,6.036675e-01
-36.25000,-9.75000,0.000,3.00,0.50,5.680550e-01
-35.75000,-9.75000,0.000,3.00,0.50,4.926232e-01
-35.25000,-9.75000,0.000,3.00,0.50,4.247722e-01
-34.75000,-9.75000,0.000,3.00,0.50,3.069153e-01
-34.25000,-9.75000,0.000,3.00,0.50,2.261317e-01
-33.75000,-9.75000,0.000,3.00,0.50,-6.130285e-02
-33.25000,-9.75000,0.000,3.00,0.50,-1.752218e-01
-32.75000,-9.75000,0.000,3.00,0.50,-4.077856e-01
-32.25000,-9.75000,0.000,3.00,0.50,-8.898103e-01
-31.75000,-9.75000,0.000,3.00,0.50,-1.003674e+00
-31.25000,-9.75000,0.000,3.00,0.50,-1.168749e+00
-30.75000,-9.75000,0.000,3.00,0.50,-1.179906e+00
-30.25000,-9.75000,0.000,3.00,0.50,-1.190883e+00
-79.75000,-9.25000,0.000,3.00,0.50,-9.673533e-01
-79.25000,-9.25000,0.000,3.00,0.50,-9.515388e-01
-78.75000,-9.25000,0.000,3.00,0.50,-9.345108e-01
-78.25000,-9.25000,0.000,3.00,0.50,-9.160842e-01
-77.75000,-9.25000,0.000,3.00,0.50,-8.105134e-01
-77.25000,-9.25000,0.000,3.00,0.50,-6.458579e-01
-76.75000,-9.25000,0.000,3.00,0.50,-5.178188e-01
-76.25000,-9.25000,0.000,3.00,0.50,-4.911506e-01
-75.75000,-9.25000,0.000,3.00,0.50,-4.613187e-01
-75.25000,-9.25000,0.000,3.00,0.50,-4.277261e-01
-74.75000,-9.25000,0.000,3.00,0.50,-2.790790e-01
-74.25000,-9.25000,0.000,3.00,0.50,-1.565454e-01
-73.75000,-9.25000,0.000,3.00,0.50,-8.590818e-02
-73.25000,-9.25000,0.000,3.00,0.50,-5.601953e-02
-72.75000,-9.25000,0.000,3.00,0.50,-3.494747e-02
-72.25000,-9.25000,0.000,3.00,0.50,-6.331373e-02
-71.75000,-9.25000,0.000,3.00,0.50,-1.668417e-01
-71.25000,-9.25000,0.000,3.00,0.50,-1.990132e-01
-70.75000,-9.25000,0.000,3.00,0.50,-2.224985e-01
-70.25000,-9.25000,0.000,3.00,0.50,-1.969778e-01
-69.75000,-9.25000,0.000,3.00,0.50,-2.880493e-01
-69.25000,-9.25000,0.000,3.00,0.50,-3.596747e-01
-68.75000,-9.25000,0.000,3.00,0.50,-4.470070e-01
-68.25000,-9.25000,0.000,3.00,0.50,-4.678414e-01
-67.75000,-9.25000,0.000,3.00,0.50,-4.852843e-01
-67.25000,-9.25000,0.000,3.00,0.50,-4.789882e-01
-66.75000,-9.25000,0.000,3.00,0.50,-4.888435e-01
-66.25000,-9.25000,0.000,3.00,0.50,-4.958554e-01
-65.75000,-9.25000,0.000,3.00,0.50,-5.000784e-01
-65.25000,-9.25000,0.000,3.00,0.50,-6.402522e-01
-64.75000,-9.25000,0.000,3.00,0.50,-6.809796e-01
-64.25000,-9.25000,0.000,3.00,0.50,-4.773068e-01
-63.75000,-9.25000,0.000,3.00,0.50,-4.811057e-01
-63.25000,-9.25000,0.000,3.00,0.50,-3.044736e-01
-62.75000,-9.25000,0.000,3.00,0.50,-4.149526e-01
-62.25000,-9.25000,0.000,3.00,0.50,-4.400934e-01
-61.75000,-9.25000,0.000,3.00,0.50,-4.586186e-01
-61.25000,-9.25000,0.000,3.00,0.50,-2.885685e-01
-60.75000,-9.25000,0.000,3.00,0.50,-2.844278e-01
-60.25000,-9.25000,0.000,3.00,0.50,-2.280173e-01
-59.75000,-9.25000,0.000,3.00,0.50,-2.151666e-01
-59.25000,-9.25000,0.000,3.00,0.50,-1.980760e-01
-58.75000,-9.25000,0.000,3.00,0.50,-1.213818e-01
-58.25000,-9.25000,0.000,3.00,0.50,-1.203388e-01
-57.75000,-9.25000,0.000,3.00,0.50,-4.802883e-02
